_id,label,created_at_UTC
5eedd37994387308a6db5c2a,0,2020-03-16T14:13:28.000Z
5eedd37994387308a6db5c2b,0,2020-03-16T13:50:01.000Z
5eedd37994387308a6db5c2c,0,2020-03-16T14:04:31.000Z
5eedd37994387308a6db5c2d,0,2020-03-23T21:07:01.000Z
5eedd37994387308a6db5c2e,0,2020-04-06T13:13:55.000Z
5eedd37994387308a6db5c2f,0,2020-03-23T15:00:19.000Z
5eedd37994387308a6db5c30,0,2020-04-13T00:50:03.000Z
5eedd37994387308a6db5c31,0,2020-03-16T14:10:32.000Z
5eedd37994387308a6db5c32,0,2020-03-23T15:34:40.000Z
5eedd37994387308a6db5c33,0,2020-04-13T19:58:36.000Z
5eedd37994387308a6db5c34,0,2020-03-16T13:31:03.000Z
5eedd37994387308a6db5c35,0,2020-04-06T14:22:20.000Z
5eedd37994387308a6db5c36,0,2020-04-20T16:00:59.000Z
5eedd37994387308a6db5c37,0,2020-04-06T09:58:17.000Z
5eedd37994387308a6db5c38,0,2020-04-06T13:12:12.000Z
5eedd37994387308a6db5c39,0,2020-03-16T14:21:14.000Z
5eedd37994387308a6db5c3a,0,2020-03-23T15:49:06.000Z
5eedd37994387308a6db5c3b,0,2020-03-30T21:44:00.000Z
5eedd37994387308a6db5c3c,0,2020-04-06T13:41:40.000Z
5eedd37994387308a6db5c3d,0,2020-03-23T15:23:38.000Z
5eedd37994387308a6db5c3e,0,2020-03-23T11:42:57.000Z
5eedd37994387308a6db5c3f,0,2020-04-13T17:30:04.000Z
5eedd37994387308a6db5c40,0,2020-04-13T02:57:09.000Z
5eedd37994387308a6db5c41,0,2020-03-23T15:42:57.000Z
5eedd37994387308a6db5c42,0,2020-03-23T15:34:19.000Z
5eedd37994387308a6db5c43,0,2020-03-23T15:46:46.000Z
5eedd37994387308a6db5c44,0,2020-03-16T14:26:53.000Z
5eedd37994387308a6db5c45,0,2020-03-16T14:26:18.000Z
5eedd37994387308a6db5c46,0,2020-03-23T15:21:40.000Z
5eedd37994387308a6db5c47,0,2020-03-30T18:28:58.000Z
5eedd37994387308a6db5c48,0,2020-03-23T15:11:22.000Z
5eedd37994387308a6db5c49,0,2020-04-13T01:56:14.000Z
5eedd37994387308a6db5c4a,0,2020-03-16T14:15:20.000Z
5eedd37994387308a6db5c4b,0,2020-04-06T13:17:22.000Z
5eedd37994387308a6db5c4c,0,2020-04-05T23:56:09.000Z
5eedd37994387308a6db5c4d,0,2020-04-13T21:39:44.000Z
5eedd37994387308a6db5c4e,0,2020-04-13T21:40:39.000Z
5eedd37994387308a6db5c4f,0,2020-03-09T02:07:59.000Z
5eedd37994387308a6db5c50,0,2020-04-06T13:06:03.000Z
5eedd37994387308a6db5c51,0,2020-04-13T21:19:16.000Z
5eedd37994387308a6db5c52,0,2020-03-23T15:07:06.000Z
5eedd37994387308a6db5c53,0,2020-04-13T17:36:11.000Z
5eedd37994387308a6db5c54,1,2020-03-16T13:35:57.000Z
5eedd37994387308a6db5c55,0,2020-04-20T17:19:27.000Z
5eedd37994387308a6db5c56,0,2020-04-26T23:21:06.000Z
5eedd37994387308a6db5c57,0,2020-03-09T03:51:55.000Z
5eedd37994387308a6db5c58,0,2020-03-16T14:46:42.000Z
5eedd37994387308a6db5c59,0,2020-04-13T04:00:59.000Z
5eedd37994387308a6db5c5a,0,2020-03-30T20:16:33.000Z
5eedd37994387308a6db5c5b,0,2020-04-06T10:02:31.000Z
5eedd37994387308a6db5c5c,0,2020-03-16T14:22:36.000Z
5eedd37994387308a6db5c5d,0,2020-03-23T15:45:12.000Z
5eedd37994387308a6db5c5e,0,2020-03-16T13:31:00.000Z
5eedd37994387308a6db5c5f,0,2020-04-26T23:24:31.000Z
5eedd37994387308a6db5c60,0,2020-03-02T00:48:55.000Z
5eedd37994387308a6db5c61,0,2020-04-27T19:59:39.000Z
5eedd37994387308a6db5c62,0,2020-04-27T06:43:52.000Z
5eedd37994387308a6db5c63,0,2020-03-16T13:51:28.000Z
5eedd37994387308a6db5c64,0,2020-03-16T14:11:05.000Z
5eedd37994387308a6db5c65,0,2020-03-30T19:52:44.000Z
5eedd37994387308a6db5c66,0,2020-04-26T23:34:27.000Z
5eedd37994387308a6db5c67,0,2020-03-23T15:18:13.000Z
5eedd37994387308a6db5c68,0,2020-03-23T15:51:03.000Z
5eedd37994387308a6db5c69,0,2020-04-20T15:52:38.000Z
5eedd37994387308a6db5c6a,0,2020-04-20T15:13:47.000Z
5eedd37994387308a6db5c6b,0,2020-03-23T15:45:57.000Z
5eedd37994387308a6db5c6c,0,2020-04-13T02:26:46.000Z
5eedd37994387308a6db5c6d,0,2020-04-13T14:22:50.000Z
5eedd37994387308a6db5c6e,0,2020-03-09T13:37:16.000Z
5eedd37994387308a6db5c6f,0,2020-03-23T15:48:06.000Z
5eedd37994387308a6db5c70,0,2020-03-23T15:05:10.000Z
5eedd37994387308a6db5c71,0,2020-03-16T14:26:49.000Z
5eedd37994387308a6db5c72,0,2020-03-16T14:45:17.000Z
5eedd37994387308a6db5c73,0,2020-04-27T21:02:43.000Z
5eedd37994387308a6db5c74,0,2020-03-30T21:45:41.000Z
5eedd37994387308a6db5c75,0,2020-03-16T14:47:19.000Z
5eedd37994387308a6db5c76,0,2020-03-30T21:26:15.000Z
5eedd37994387308a6db5c77,0,2020-04-20T21:00:03.000Z
5eedd37994387308a6db5c78,0,2020-04-20T21:31:13.000Z
5eedd37994387308a6db5c79,0,2020-03-09T03:43:18.000Z
5eedd37994387308a6db5c7a,0,2020-03-23T15:35:40.000Z
5eedd37994387308a6db5c7b,0,2020-03-23T15:00:39.000Z
5eedd37994387308a6db5c7c,0,2020-04-26T23:36:42.000Z
5eedd37994387308a6db5c7d,0,2020-04-20T16:00:56.000Z
5eedd37994387308a6db5c7e,0,2020-04-20T21:42:30.000Z
5eedd37994387308a6db5c7f,0,2020-03-30T20:45:45.000Z
5eedd37994387308a6db5c80,0,2020-03-23T15:17:02.000Z
5eedd37994387308a6db5c81,0,2020-04-13T02:29:40.000Z
5eedd37994387308a6db5c82,0,2020-04-13T01:11:11.000Z
5eedd37994387308a6db5c83,0,2020-03-30T20:04:10.000Z
5eedd37994387308a6db5c84,0,2020-04-27T07:09:35.000Z
5eedd37994387308a6db5c85,0,2020-03-30T20:58:53.000Z
5eedd37994387308a6db5c86,0,2020-03-23T15:07:43.000Z
5eedd37994387308a6db5c87,0,2020-04-20T19:03:48.000Z
5eedd37994387308a6db5c88,0,2020-04-20T11:09:55.000Z
5eedd37994387308a6db5c89,0,2020-03-09T13:24:50.000Z
5eedd37994387308a6db5c8a,0,2020-04-20T15:38:13.000Z
5eedd37994387308a6db5c8b,0,2020-04-20T16:07:54.000Z
5eedd37994387308a6db5c8c,0,2020-03-16T14:20:45.000Z
5eedd37994387308a6db5c8d,0,2020-03-16T14:23:00.000Z
5eedd37994387308a6db5c8e,0,2020-04-13T03:10:11.000Z
5eedd37994387308a6db5c8f,0,2020-03-09T13:33:30.000Z
5eedd37994387308a6db5c90,0,2020-04-27T05:10:17.000Z
5eedd37994387308a6db5c91,0,2020-04-13T21:39:41.000Z
5eedd37994387308a6db5c92,0,2020-04-20T17:33:48.000Z
5eedd37994387308a6db5c93,0,2020-04-27T07:00:04.000Z
5eedd37994387308a6db5c94,0,2020-04-27T07:06:20.000Z
5eedd37994387308a6db5c95,0,2020-04-27T07:06:16.000Z
5eedd37994387308a6db5c96,0,2020-04-13T01:34:17.000Z
5eedd37994387308a6db5c97,0,2020-03-30T21:52:58.000Z
5eedd37994387308a6db5c98,2,2020-04-20T21:22:29.000Z
5eedd37994387308a6db5c99,0,2020-03-23T15:08:34.000Z
5eedd37994387308a6db5c9a,2,2020-03-30T20:16:36.000Z
5eedd37994387308a6db5c9b,0,2020-04-13T21:39:35.000Z
5eedd37994387308a6db5c9c,0,2020-04-12T23:58:15.000Z
5eedd37994387308a6db5c9d,0,2020-04-06T13:04:49.000Z
5eedd37994387308a6db5c9e,0,2020-03-09T12:33:19.000Z
5eedd37994387308a6db5c9f,0,2020-04-20T19:13:31.000Z
5eedd37994387308a6db5ca0,0,2020-04-20T17:37:26.000Z
5eedd37994387308a6db5ca1,0,2020-03-16T14:15:07.000Z
5eedd37994387308a6db5ca2,0,2020-04-27T05:11:21.000Z
5eedd37994387308a6db5ca3,0,2020-03-09T06:45:17.000Z
5eedd37994387308a6db5ca4,0,2020-04-27T07:03:15.000Z
5eedd37994387308a6db5ca5,0,2020-03-30T20:54:13.000Z
5eedd37994387308a6db5ca6,0,2020-04-26T23:08:17.000Z
5eedd37994387308a6db5ca7,0,2020-04-06T14:21:43.000Z
5eedd37994387308a6db5ca8,0,2020-04-13T03:07:43.000Z
5eedd37994387308a6db5ca9,0,2020-03-16T14:07:50.000Z
5eedd37994387308a6db5caa,0,2020-03-02T01:08:05.000Z
5eedd37994387308a6db5cab,0,2020-03-09T05:05:34.000Z
5eedd37994387308a6db5cac,0,2020-04-20T17:52:33.000Z
5eedd37994387308a6db5cad,0,2020-04-13T21:44:41.000Z
5eedd37994387308a6db5cae,0,2020-03-23T15:45:34.000Z
5eedd37994387308a6db5caf,0,2020-03-09T02:00:05.000Z
5eedd37994387308a6db5cb0,0,2020-04-26T23:36:22.000Z
5eedd37994387308a6db5cb1,2,2020-04-06T13:39:37.000Z
5eedd37994387308a6db5cb2,0,2020-04-13T03:40:21.000Z
5eedd37994387308a6db5cb3,0,2020-03-23T15:35:15.000Z
5eedd37994387308a6db5cb4,0,2020-03-16T13:31:23.000Z
5eedd37994387308a6db5cb5,0,2020-03-23T15:49:28.000Z
5eedd37994387308a6db5cb6,0,2020-04-20T16:26:10.000Z
5eedd37994387308a6db5cb7,0,2020-03-16T13:43:29.000Z
5eedd37994387308a6db5cb8,0,2020-03-01T23:07:53.000Z
5eedd37994387308a6db5cb9,0,2020-04-06T14:18:21.000Z
5eedd37994387308a6db5cba,0,2020-03-30T21:48:29.000Z
5eedd37994387308a6db5cbb,0,2020-03-23T15:10:32.000Z
5eedd37994387308a6db5cbc,0,2020-04-27T06:38:13.000Z
5eedd37994387308a6db5cbd,0,2020-03-23T15:10:28.000Z
5eedd37994387308a6db5cbe,0,2020-04-12T23:26:39.000Z
5eedd37994387308a6db5cbf,0,2020-03-23T15:41:36.000Z
5eedd37994387308a6db5cc0,0,2020-03-16T13:44:26.000Z
5eedd37994387308a6db5cc1,0,2020-03-02T01:05:18.000Z
5eedd37994387308a6db5cc2,0,2020-03-16T13:44:16.000Z
5eedd37994387308a6db5cc3,0,2020-03-23T15:58:12.000Z
5eedd37994387308a6db5cc4,0,2020-04-06T00:21:59.000Z
5eedd37994387308a6db5cc5,0,2020-04-13T02:24:44.000Z
5eedd37994387308a6db5cc6,0,2020-04-20T20:13:08.000Z
5eedd37994387308a6db5cc7,0,2020-03-16T14:48:38.000Z
5eedd37994387308a6db5cc8,1,2020-03-16T14:13:39.000Z
5eedd37994387308a6db5cc9,1,2020-03-02T00:59:20.000Z
5eedd37994387308a6db5cca,0,2020-04-20T15:21:02.000Z
5eedd37994387308a6db5ccb,0,2020-03-09T13:30:44.000Z
5eedd37994387308a6db5ccc,0,2020-03-30T21:06:57.000Z
5eedd37994387308a6db5ccd,0,2020-03-23T15:40:04.000Z
5eedd37994387308a6db5cce,0,2020-04-13T20:06:05.000Z
5eedd37994387308a6db5ccf,0,2020-03-23T15:59:32.000Z
5eedd37994387308a6db5cd0,0,2020-03-30T21:29:24.000Z
5eedd37994387308a6db5cd1,0,2020-03-30T21:18:06.000Z
5eedd37994387308a6db5cd2,0,2020-03-30T21:50:46.000Z
5eedd37994387308a6db5cd3,0,2020-03-02T01:03:39.000Z
5eedd37994387308a6db5cd4,0,2020-03-02T01:21:42.000Z
5eedd37994387308a6db5cd5,0,2020-03-09T06:48:04.000Z
5eedd37994387308a6db5cd6,0,2020-03-30T21:56:26.000Z
5eedd37994387308a6db5cd7,0,2020-03-16T14:10:00.000Z
5eedd37994387308a6db5cd8,0,2020-03-09T13:25:53.000Z
5eedd37994387308a6db5cd9,0,2020-04-12T23:46:29.000Z
5eedd37994387308a6db5cda,0,2020-03-23T15:35:54.000Z
5eedd37994387308a6db5cdb,0,2020-04-13T21:17:10.000Z
5eedd37994387308a6db5cdc,0,2020-03-23T11:40:31.000Z
5eedd37994387308a6db5cdd,0,2020-04-13T04:09:32.000Z
5eedd37994387308a6db5cde,0,2020-03-23T15:41:16.000Z
5eedd37994387308a6db5cdf,0,2020-04-26T23:10:25.000Z
5eedd37994387308a6db5ce0,0,2020-03-23T15:11:17.000Z
5eedd37994387308a6db5ce1,0,2020-04-06T14:12:52.000Z
5eedd37994387308a6db5ce2,0,2020-04-06T13:40:12.000Z
5eedd37994387308a6db5ce3,0,2020-03-16T14:07:01.000Z
5eedd37994387308a6db5ce4,0,2020-03-16T14:20:09.000Z
5eedd37994387308a6db5ce5,1,2020-04-13T03:50:37.000Z
5eedd37994387308a6db5ce6,0,2020-03-23T15:26:41.000Z
5eedd37994387308a6db5ce7,0,2020-03-16T14:27:35.000Z
5eedd37994387308a6db5ce8,0,2020-03-23T15:50:28.000Z
5eedd37994387308a6db5ce9,0,2020-04-20T21:54:35.000Z
5eedd37994387308a6db5cea,2,2020-03-23T15:02:31.000Z
5eedd37994387308a6db5ceb,0,2020-03-30T19:56:26.000Z
5eedd37994387308a6db5cec,0,2020-04-26T23:09:13.000Z
5eedd37994387308a6db5ced,0,2020-04-20T17:35:35.000Z
5eedd37994387308a6db5cee,0,2020-04-13T21:50:05.000Z
5eedd37994387308a6db5cef,0,2020-03-30T21:46:26.000Z
5eedd37994387308a6db5cf0,0,2020-03-16T13:19:17.000Z
5eedd37994387308a6db5cf1,0,2020-04-27T20:25:27.000Z
5eedd37994387308a6db5cf2,0,2020-03-23T15:29:21.000Z
5eedd37994387308a6db5cf3,0,2020-03-09T13:18:19.000Z
5eedd37994387308a6db5cf4,0,2020-03-30T20:15:56.000Z
5eedd37994387308a6db5cf5,0,2020-04-20T16:32:15.000Z
5eedd37994387308a6db5cf6,0,2020-04-20T19:44:06.000Z
5eedd37994387308a6db5cf7,0,2020-03-09T13:24:30.000Z
5eedd37994387308a6db5cf8,0,2020-04-20T21:29:02.000Z
5eedd37994387308a6db5cf9,0,2020-03-09T13:25:31.000Z
5eedd37994387308a6db5cfa,0,2020-03-02T00:56:56.000Z
5eedd37994387308a6db5cfb,0,2020-03-16T13:34:53.000Z
5eedd37994387308a6db5cfc,0,2020-03-23T15:02:56.000Z
5eedd37994387308a6db5cfd,0,2020-03-23T15:29:27.000Z
5eedd37994387308a6db5cfe,0,2020-03-16T13:35:01.000Z
5eedd37994387308a6db5cff,0,2020-03-16T14:28:51.000Z
5eedd37994387308a6db5d00,0,2020-03-09T11:47:12.000Z
5eedd37994387308a6db5d01,2,2020-04-26T23:24:28.000Z
5eedd37994387308a6db5d02,0,2020-03-23T15:28:29.000Z
